Zeit[min * 1];Einheitstemperaturzeitkurve[°C * 1];Externe-Brandkurve[°C * 1];HydroKarbon-Brandkurve[°C * 1];

6.55;616.002;624.253;982.441
6.56;616.226;624.431;982.638
6.57;616.45;624.609;982.833
6.58;616.674;624.786;983.029
6.59;616.897;624.962;983.224
6.6;617.12;625.138;983.419
6.61;617.343;625.313;983.613
6.62;617.565;625.488;983.808
6.63;617.787;625.662;984.002
6.64;618.008;625.836;984.195
6.65;618.23;626.009;984.388
6.66;618.451;626.181;984.581
6.67;618.671;626.353;984.774
6.68;618.892;626.525;984.966
6.69;619.112;626.696;985.158
6.7;619.331;626.866;985.35
6.71;619.551;627.036;985.541
6.72;619.77;627.205;985.732
6.73;619.989;627.374;985.923
6.74;620.207;627.542;986.113
6.75;620.425;627.709;986.303
6.76;620.643;627.876;986.493
6.77;620.86;628.043;986.682
6.78;621.078;628.209;986.871
6.79;621.294;628.374;987.06
6.8;621.511;628.539;987.248
6.81;621.727;628.704;987.437
6.82;621.943;628.868;987.624
6.83;622.159;629.031;987.812
6.84;622.374;629.194;987.999
6.85;622.589;629.356;988.186
6.86;622.803;629.518;988.373
6.87;623.018;629.679;988.559
6.88;623.232;629.84;988.745
6.89;623.446;630;988.93
6.9;623.659;630.16;989.116
6.91;623.872;630.319;989.301
6.92;624.085;630.478;989.486
6.93;624.298;630.636;989.67
6.94;624.51;630.794;989.854
6.95;624.722;630.951;990.038
6.96;624.933;631.108;990.221
6.97;625.145;631.264;990.404
6.98;625.356;631.42;990.587
6.99;625.566;631.575;990.77
7;625.777;631.73;990.952
7.01;625.987;631.884;991.134
7.02;626.197;632.038;991.316
7.03;626.406;632.191;991.497
7.04;626.616;632.344;991.678
7.05;626.825;632.496;991.859
7.06;627.033;632.648;992.039
7.07;627.242;632.799;992.22
7.08;627.45;632.95;992.399
7.09;627.658;633.1;992.579
7.1;627.865;633.25;992.758
7.11;628.072;633.399;992.937
7.12;628.279;633.548;993.116
7.13;628.486;633.696;993.294
7.14;628.692;633.844;993.472
7.15;628.898;633.992;993.65
7.16;629.104;634.139;993.827
7.17;629.31;634.285;994.005
7.18;629.515;634.431;994.181
7.19;629.72;634.577;994.358
7.2;629.925;634.722;994.534
7.21;630.129;634.867;994.71
7.22;630.333;635.011;994.886
7.23;630.537;635.155;995.061
7.24;630.741;635.298;995.236
7.25;630.944;635.441;995.411
7.26;631.147;635.583;995.586
7.27;631.35;635.725;995.76
7.28;631.552;635.867;995.934
7.29;631.754;636.008;996.108
7.3;631.956;636.148;996.281
7.31;632.158;636.288;996.454
7.32;632.359;636.428;996.627
7.33;632.56;636.567;996.799
7.34;632.761;636.706;996.971
7.35;632.962;636.844;997.143
7.36;633.162;636.982;997.315
7.37;633.362;637.119;997.486
7.38;633.562;637.256;997.657
7.39;633.762;637.393;997.828
7.4;633.961;637.529;997.999
7.41;634.16;637.665;998.169
7.42;634.358;637.8;998.339
7.43;634.557;637.935;998.508
7.44;634.755;638.069;998.678
7.45;634.953;638.203;998.847
7.46;635.151;638.337;999.016
7.47;635.348;638.47;999.184
7.48;635.545;638.603;999.352
7.49;635.742;638.735;999.52
7.5;635.939;638.867;999.688
7.51;636.135;638.998;999.855
7.52;636.331;639.129;1000.02
7.53;636.527;639.26;1000.19
7.54;636.723;639.39;1000.36
7.55;636.918;639.52;1000.52
7.56;637.113;639.649;1000.69
7.57;637.308;639.778;1000.85
7.58;637.503;639.906;1001.02
7.59;637.697;640.034;1001.18
7.6;637.891;640.162;1001.35
7.61;638.085;640.289;1001.51
7.62;638.278;640.416;1001.68
7.63;638.472;640.543;1001.84
7.64;638.665;640.669;1002.01
7.65;638.858;640.794;1002.17
7.66;639.05;640.92;1002.33
7.67;639.243;641.045;1002.5
7.68;639.435;641.169;1002.66
7.69;639.627;641.293;1002.82
7.7;639.818;641.417;1002.98
7.71;640.01;641.54;1003.14
7.72;640.201;641.663;1003.31
7.73;640.391;641.785;1003.47
7.74;640.582;641.907;1003.63
7.75;640.772;642.029;1003.79
7.76;640.963;642.15;1003.95
7.77;641.153;642.271;1004.11
7.78;641.342;642.392;1004.27
7.79;641.532;642.512;1004.43
7.8;641.721;642.632;1004.59
7.81;641.91;642.751;1004.75
7.82;642.098;642.87;1004.91
7.83;642.287;642.989;1005.07
7.84;642.475;643.107;1005.22
7.85;642.663;643.225;1005.38
7.86;642.851;643.342;1005.54
7.87;643.038;643.46;1005.7
7.88;643.226;643.576;1005.86
7.89;643.413;643.693;1006.01
7.9;643.6;643.809;1006.17
7.91;643.786;643.924;1006.33
7.92;643.973;644.04;1006.48
7.93;644.159;644.154;1006.64
7.94;644.345;644.269;1006.79
7.95;644.53;644.383;1006.95
7.96;644.716;644.497;1007.11
7.97;644.901;644.61;1007.26
7.98;645.086;644.723;1007.42
7.99;645.271;644.836;1007.57
8;645.455;644.948;1007.72
8.01;645.639;645.06;1007.88
8.02;645.823;645.172;1008.03
8.03;646.007;645.283;1008.18
8.04;646.191;645.394;1008.34
8.05;646.374;645.505;1008.49
8.06;646.557;645.615;1008.64
8.07;646.74;645.725;1008.8
8.08;646.923;645.834;1008.95
8.09;647.106;645.944;1009.1
8.1;647.288;646.052;1009.25
8.11;647.47;646.161;1009.4
8.12;647.652;646.269;1009.55
8.13;647.833;646.377;1009.71
8.14;648.015;646.484;1009.86
8.15;648.196;646.591;1010.01
8.16;648.377;646.698;1010.16
8.17;648.558;646.804;1010.31
8.18;648.738;646.91;1010.46
8.19;648.919;647.016;1010.61
8.2;649.099;647.122;1010.75
8.21;649.278;647.227;1010.9
8.22;649.458;647.331;1011.05
8.23;649.638;647.436;1011.2
8.24;649.817;647.54;1011.35
8.25;649.996;647.643;1011.5
8.26;650.175;647.747;1011.64
8.27;650.353;647.85;1011.79
8.28;650.532;647.953;1011.94
8.29;650.71;648.055;1012.09
8.3;650.888;648.157;1012.23
8.31;651.065;648.259;1012.38
8.32;651.243;648.36;1012.53
8.33;651.42;648.461;1012.67
8.34;651.597;648.562;1012.82
8.35;651.774;648.662;1012.96
8.36;651.951;648.763;1013.11
8.37;652.127;648.862;1013.25
8.38;652.304;648.962;1013.4
8.39;652.48;649.061;1013.54
8.4;652.656;649.16;1013.69
8.41;652.831;649.258;1013.83
8.42;653.007;649.357;1013.97
8.43;653.182;649.454;1014.12
8.44;653.357;649.552;1014.26
8.45;653.532;649.649;1014.4
